symbol,option_symbol,entry_time,exit_time,duration_minutes,option_type,strike,lots,units,entry_premium,exit_premium,highest_premium,exit_reason,gross_pnl,taxes_and_brokerage,net_pnl,return_pct,capital_after
BANKNIFTY,BANKNIFTY 67600 CE,2026-01-27T13:50:00,2026-01-27T14:05:00,15.0,CE,67600,1,30,421.15,480.93,487.88,TARGET_HIT,1793.4,81.78,1711.62,0.1419,56972.92
BANKNIFTY,BANKNIFTY 67600 CE,2026-01-27T14:10:00,2026-01-27T14:20:00,10.0,CE,67600,1,30,406.05,463.69,480.83,TARGET_HIT,1729.2,80.55,1648.65,0.142,58621.57
BANKNIFTY,BANKNIFTY 68000 CE,2026-01-27T14:25:00,2026-01-27T14:30:00,5.0,CE,68000,1,30,423.64,387.02,423.64,STOP_LOSS_HIT,-1098.6,76.6,-1175.2,-0.0864,57446.37
BANKNIFTY,BANKNIFTY 67800 CE,2026-01-27T14:35:00,2026-01-27T14:40:00,5.0,CE,67800,1,30,428.16,391.15,428.16,STOP_LOSS_HIT,-1110.3,76.93,-1187.23,-0.0864,56259.14
BANKNIFTY,BANKNIFTY 68500 CE,2026-01-28T09:45:00,2026-01-28T10:05:00,20.0,CE,68500,1,30,409.74,410.94,449.11,STOP_LOSS_HIT,36.0,77.67,-41.67,0.0029,56217.47
BANKNIFTY,BANKNIFTY 68400 CE,2026-01-28T10:10:00,2026-01-28T10:25:00,15.0,CE,68400,1,30,438.72,440.01,485.23,STOP_LOSS_HIT,38.7,79.83,-41.13,0.0029,56176.34
BANKNIFTY,BANKNIFTY 68900 CE,2026-01-28T12:00:00,2026-01-28T12:10:00,10.0,CE,68900,1,30,440.2,441.49,477.17,STOP_LOSS_HIT,38.7,79.96,-41.26,0.0029,56135.08
BANKNIFTY,BANKNIFTY 68900 CE,2026-01-28T12:15:00,2026-01-28T12:20:00,5.0,CE,68900,1,30,426.74,487.31,519.76,TARGET_HIT,1817.1,82.23,1734.87,0.1419,57869.95
BANKNIFTY,BANKNIFTY 69000 CE,2026-01-28T12:25:00,2026-01-28T12:40:00,15.0,CE,69000,1,30,435.89,497.76,527.66,TARGET_HIT,1856.1,82.98,1773.12,0.1419,59643.07
BANKNIFTY,BANKNIFTY 69300 CE,2026-01-28T12:45:00,2026-01-28T12:50:00,5.0,CE,69300,1,30,447.09,510.55,530.97,TARGET_HIT,1903.8,83.91,1819.89,0.1419,61462.96
BANKNIFTY,BANKNIFTY 69400 CE,2026-01-28T12:55:00,2026-01-28T13:00:00,5.0,CE,69400,1,30,459.36,419.65,459.36,STOP_LOSS_HIT,-1191.3,79.1,-1270.4,-0.0864,60192.56
BANKNIFTY,BANKNIFTY 69200 CE,2026-01-28T13:05:00,2026-01-28T13:15:00,10.0,CE,69200,1,30,426.52,487.07,496.9,TARGET_HIT,1816.5,82.22,1734.28,0.142,61926.84
BANKNIFTY,BANKNIFTY 69700 CE,2026-01-28T14:30:00,2026-01-28T14:40:00,10.0,CE,69700,1,30,465.71,531.82,577.67,TARGET_HIT,1983.3,85.43,1897.87,0.142,63824.71
BANKNIFTY,BANKNIFTY 69900 CE,2026-01-28T14:45:00,2026-01-28T15:05:00,20.0,CE,69900,1,30,441.83,504.54,532.76,TARGET_HIT,1881.3,83.48,1797.82,0.1419,65622.53
BANKNIFTY,BANKNIFTY 70100 CE,2026-01-28T15:10:00,2026-01-28T15:15:00,5.0,CE,70100,1,30,453.36,414.17,453.36,STOP_LOSS_HIT,-1175.7,78.68,-1254.38,-0.0864,64368.15
BANKNIFTY,BANKNIFTY 70000 CE,2026-01-28T15:20:00,2026-01-29T09:15:00,1075.0,CE,70000,1,30,462.2,422.24,462.2,STOP_LOSS_HIT,-1198.8,79.3,-1278.1,-0.0865,63090.05
BANKNIFTY,BANKNIFTY 69500 CE,2026-01-29T10:25:00,2026-01-29T10:40:00,15.0,CE,69500,1,30,456.78,417.3,462.72,STOP_LOSS_HIT,-1184.4,78.92,-1263.32,-0.0864,61826.73
BANKNIFTY,BANKNIFTY 69600 CE,2026-01-29T10:55:00,2026-01-29T11:20:00,25.0,CE,69600,1,30,443.04,505.93,527.97,TARGET_HIT,1886.7,83.57,1803.13,0.142,63629.86
BANKNIFTY,BANKNIFTY 69700 CE,2026-01-29T11:25:00,2026-01-29T11:30:00,5.0,CE,69700,1,30,427.05,390.14,427.05,STOP_LOSS_HIT,-1107.3,76.84,-1184.14,-0.0864,62445.72
BANKNIFTY,BANKNIFTY 69600 CE,2026-01-29T11:40:00,2026-01-29T11:45:00,5.0,CE,69600,1,30,441.59,504.28,535.0,TARGET_HIT,1880.7,83.45,1797.25,0.142,64242.97
BANKNIFTY,BANKNIFTY 69900 CE,2026-01-29T11:50:00,2026-01-29T12:15:00,25.0,CE,69900,1,30,451.34,475.07,509.87,STOP_LOSS_HIT,711.9,82.03,629.87,0.0526,64872.84
BANKNIFTY,BANKNIFTY 69900 CE,2026-01-29T13:55:00,2026-01-29T14:00:00,5.0,CE,69900,1,30,455.23,519.85,628.42,TARGET_HIT,1938.6,84.56,1854.04,0.142,66726.88
BANKNIFTY,BANKNIFTY 70200 CE,2026-01-29T14:05:00,2026-01-29T14:10:00,5.0,CE,70200,1,30,445.26,406.77,445.26,STOP_LOSS_HIT,-1154.7,78.12,-1232.82,-0.0864,65494.06
BANKNIFTY,BANKNIFTY 69900 CE,2026-01-29T14:15:00,2026-01-29T14:20:00,5.0,CE,69900,1,30,425.97,389.15,425.97,STOP_LOSS_HIT,-1104.6,76.77,-1181.37,-0.0864,64312.69
BANKNIFTY,BANKNIFTY 70000 CE,2026-01-29T14:55:00,2026-01-29T15:00:00,5.0,CE,70000,1,30,441.65,403.48,441.65,STOP_LOSS_HIT,-1145.1,77.87,-1222.97,-0.0864,63089.72
BANKNIFTY,BANKNIFTY 70100 CE,2026-01-30T09:40:00,2026-01-30T09:50:00,10.0,CE,70100,1,30,442.76,444.06,489.03,STOP_LOSS_HIT,39.0,80.14,-41.14,0.0029,63048.58
BANKNIFTY,BANKNIFTY 70500 CE,2026-01-30T12:05:00,2026-01-30T12:10:00,5.0,CE,70500,1,30,469.8,429.19,469.8,STOP_LOSS_HIT,-1218.3,79.82,-1298.12,-0.0864,61750.46
BANKNIFTY,BANKNIFTY 70300 CE,2026-01-30T12:15:00,2026-01-30T12:20:00,5.0,CE,70300,1,30,458.82,419.16,458.82,STOP_LOSS_HIT,-1189.8,79.06,-1268.86,-0.0864,60481.6
BANKNIFTY,BANKNIFTY 70700 CE,2026-01-30T14:55:00,2026-01-30T15:00:00,5.0,CE,70700,1,30,443.36,405.03,443.36,STOP_LOSS_HIT,-1149.9,77.99,-1227.89,-0.0865,59253.71
BANKNIFTY,BANKNIFTY 70300 CE,2026-01-30T15:05:00,2026-01-30T15:10:00,5.0,CE,70300,1,30,463.92,423.82,463.92,STOP_LOSS_HIT,-1203.0,79.42,-1282.42,-0.0864,57971.29
BANKNIFTY,BANKNIFTY 70100 PE,2026-02-02T09:25:00,2026-02-02T09:30:00,5.0,PE,70100,1,30,394.01,359.95,394.01,STOP_LOSS_HIT,-1021.8,74.55,-1096.35,-0.0864,56874.94
BANKNIFTY,BANKNIFTY 70200 PE,2026-02-02T09:35:00,2026-02-02T09:50:00,15.0,PE,70200,1,30,416.12,438.0,467.19,STOP_LOSS_HIT,656.4,79.3,577.1,0.0526,57452.04
BANKNIFTY,BANKNIFTY 70500 CE,2026-02-02T10:10:00,2026-02-02T10:25:00,15.0,CE,70500,1,30,450.03,411.13,450.03,STOP_LOSS_HIT,-1167.0,78.46,-1245.46,-0.0864,56206.58
BANKNIFTY,BANKNIFTY 70300 CE,2026-02-02T10:30:00,2026-02-02T10:40:00,10.0,CE,70300,1,30,426.26,486.77,532.34,TARGET_HIT,1815.3,82.18,1733.12,0.142,57939.7
BANKNIFTY,BANKNIFTY 70500 CE,2026-02-02T10:50:00,2026-02-02T11:05:00,15.0,CE,70500,1,30,419.25,478.77,534.7,TARGET_HIT,1785.6,81.63,1703.97,0.142,59643.67
BANKNIFTY,BANKNIFTY 70800 CE,2026-02-02T11:10:00,2026-02-02T11:25:00,15.0,CE,70800,1,30,463.47,423.41,463.47,STOP_LOSS_HIT,-1201.8,79.39,-1281.19,-0.0864,58362.48
BANKNIFTY,BANKNIFTY 70600 CE,2026-02-02T11:30:00,2026-02-02T11:35:00,5.0,CE,70600,1,30,458.44,523.52,598.78,TARGET_HIT,1952.4,84.83,1867.57,0.142,60230.05
BANKNIFTY,BANKNIFTY 70900 CE,2026-02-02T11:40:00,2026-02-02T11:45:00,5.0,CE,70900,1,30,471.73,430.95,471.73,STOP_LOSS_HIT,-1223.4,79.96,-1303.36,-0.0864,58926.69
BANKNIFTY,BANKNIFTY 71000 CE,2026-02-02T14:45:00,2026-02-02T14:50:00,5.0,CE,71000,1,30,442.69,404.42,442.69,STOP_LOSS_HIT,-1148.1,77.94,-1226.04,-0.0864,57700.65
BANKNIFTY,BANKNIFTY 71000 CE,2026-02-02T14:55:00,2026-02-02T15:10:00,15.0,CE,71000,1,30,432.01,394.67,442.2,STOP_LOSS_HIT,-1120.2,77.19,-1197.39,-0.0864,56503.26
BANKNIFTY,BANKNIFTY 71100 CE,2026-02-03T09:20:00,2026-02-03T09:25:00,5.0,CE,71100,1,30,466.37,426.06,466.37,STOP_LOSS_HIT,-1209.3,79.59,-1288.89,-0.0864,55214.37
BANKNIFTY,BANKNIFTY 70900 CE,2026-02-03T09:30:00,2026-02-03T09:35:00,5.0,CE,70900,1,30,462.39,528.03,565.58,TARGET_HIT,1969.2,85.16,1884.04,0.142,57098.41
BANKNIFTY,BANKNIFTY 70800 PE,2026-02-03T11:15:00,2026-02-03T11:25:00,10.0,PE,70800,1,30,411.32,469.71,521.51,TARGET_HIT,1751.7,80.97,1670.73,0.142,58769.14
BANKNIFTY,BANKNIFTY 70700 PE,2026-02-03T11:30:00,2026-02-03T11:35:00,5.0,PE,70700,1,30,421.41,481.23,502.9,TARGET_HIT,1794.6,81.8,1712.8,0.142,60481.94
BANKNIFTY,BANKNIFTY 70600 PE,2026-02-03T11:40:00,2026-02-03T11:55:00,15.0,PE,70600,1,30,409.16,410.36,450.73,STOP_LOSS_HIT,36.0,77.64,-41.64,0.0029,60440.3
BANKNIFTY,BANKNIFTY 70700 PE,2026-02-03T12:00:00,2026-02-03T12:25:00,25.0,PE,70700,1,30,381.36,382.47,416.36,STOP_LOSS_HIT,33.3,75.56,-42.26,0.0029,60398.04
BANKNIFTY,BANKNIFTY 71200 CE,2026-02-03T15:25:00,2026-02-04T09:15:00,1070.0,CE,71200,1,30,429.47,392.34,429.47,STOP_LOSS_HIT,-1113.9,77.01,-1190.91,-0.0865,59207.13
BANKNIFTY,BANKNIFTY 70200 PE,2026-02-04T09:25:00,2026-02-04T09:30:00,5.0,PE,70200,1,30,382.14,349.11,382.14,STOP_LOSS_HIT,-990.9,73.73,-1064.63,-0.0864,58142.5
BANKNIFTY,BANKNIFTY 70300 PE,2026-02-04T09:35:00,2026-02-04T09:50:00,15.0,PE,70300,1,30,417.51,476.78,549.28,TARGET_HIT,1778.1,81.48,1696.62,0.142,59839.12
BANKNIFTY,BANKNIFTY 69900 PE,2026-02-04T09:55:00,2026-02-04T10:00:00,5.0,PE,69900,1,30,384.2,350.99,384.2,STOP_LOSS_HIT,-996.3,73.88,-1070.18,-0.0864,58768.94
BANKNIFTY,BANKNIFTY 69800 PE,2026-02-04T10:05:00,2026-02-04T10:15:00,10.0,PE,69800,1,30,383.4,350.26,400.88,STOP_LOSS_HIT,-994.2,73.81,-1068.01,-0.0864,57700.93
BANKNIFTY,BANKNIFTY 70100 PE,2026-02-04T10:20:00,2026-02-04T10:25:00,5.0,PE,70100,1,30,397.31,362.97,397.31,STOP_LOSS_HIT,-1030.2,74.79,-1104.99,-0.0864,56595.94
BANKNIFTY,BANKNIFTY 70800 CE,2026-02-04T11:30:00,2026-02-04T11:40:00,10.0,CE,70800,1,30,464.94,530.94,590.88,TARGET_HIT,1980.0,85.37,1894.63,0.142,58490.57
BANKNIFTY,BANKNIFTY 71000 CE,2026-02-04T11:45:00,2026-02-04T11:50:00,5.0,CE,71000,1,30,461.64,421.74,461.64,STOP_LOSS_HIT,-1197.0,79.26,-1276.26,-0.0864,57214.31
BANKNIFTY,BANKNIFTY 71100 CE,2026-02-04T11:55:00,2026-02-04T12:05:00,10.0,CE,71100,1,30,468.03,469.4,522.39,STOP_LOSS_HIT,41.1,82.01,-40.91,0.0029,57173.4
BANKNIFTY,BANKNIFTY 71100 CE,2026-02-04T12:10:00,2026-02-04T12:15:00,5.0,CE,71100,1,30,427.95,488.7,499.42,TARGET_HIT,1822.5,82.35,1740.15,0.142,58913.55
BANKNIFTY,BANKNIFTY 71100 CE,2026-02-04T12:20:00,2026-02-04T12:35:00,15.0,CE,71100,1,30,457.63,522.59,593.15,TARGET_HIT,1948.8,84.77,1864.03,0.1419,60777.58
BANKNIFTY,BANKNIFTY 71200 CE,2026-02-04T12:40:00,2026-02-04T12:50:00,10.0,CE,71200,1,30,452.08,516.25,528.76,TARGET_HIT,1925.1,84.32,1840.78,0.1419,62618.36
BANKNIFTY,BANKNIFTY 71300 CE,2026-02-04T12:55:00,2026-02-04T13:05:00,10.0,CE,71300,1,30,470.87,537.71,571.34,TARGET_HIT,2005.2,85.85,1919.35,0.142,64537.71
BANKNIFTY,BANKNIFTY 71500 CE,2026-02-04T13:10:00,2026-02-04T13:15:00,5.0,CE,71500,1,30,445.95,407.4,445.95,STOP_LOSS_HIT,-1156.5,78.17,-1234.67,-0.0864,63303.04
BANKNIFTY,BANKNIFTY 70000 PE,2026-02-05T09:25:00,2026-02-05T09:35:00,10.0,PE,70000,1,30,415.38,474.35,548.6,TARGET_HIT,1769.1,81.3,1687.8,0.142,64990.84
BANKNIFTY,BANKNIFTY 69800 PE,2026-02-05T09:40:00,2026-02-05T09:45:00,5.0,PE,69800,1,30,390.82,357.03,390.82,STOP_LOSS_HIT,-1013.7,74.33,-1088.03,-0.0865,63902.81
BANKNIFTY,BANKNIFTY 70100 PE,2026-02-05T09:50:00,2026-02-05T09:55:00,5.0,PE,70100,1,30,421.02,384.63,421.02,STOP_LOSS_HIT,-1091.7,76.43,-1168.13,-0.0864,62734.68
BANKNIFTY,BANKNIFTY 70200 PE,2026-02-05T10:00:00,2026-02-05T10:05:00,5.0,PE,70200,1,30,405.21,462.73,509.49,TARGET_HIT,1725.6,80.46,1645.14,0.142,64379.82
BANKNIFTY,BANKNIFTY 70000 PE,2026-02-05T10:10:00,2026-02-05T10:15:00,5.0,PE,70000,1,30,396.59,452.89,493.8,TARGET_HIT,1689.0,79.76,1609.24,0.142,65989.06
BANKNIFTY,BANKNIFTY 69700 PE,2026-02-05T10:20:00,2026-02-05T10:40:00,20.0,PE,69700,1,30,416.97,380.92,416.97,STOP_LOSS_HIT,-1081.5,76.15,-1157.65,-0.0865,64831.41
BANKNIFTY,BANKNIFTY 70200 CE,2026-02-05T14:50:00,2026-02-05T14:55:00,5.0,CE,70200,1,30,440.27,502.77,534.41,TARGET_HIT,1875.0,83.35,1791.65,0.142,66623.06
BANKNIFTY,BANKNIFTY 70400 CE,2026-02-05T15:00:00,2026-02-05T15:10:00,10.0,CE,70400,1,30,442.07,504.82,510.87,TARGET_HIT,1882.5,83.5,1799.0,0.1419,68422.06
BANKNIFTY,BANKNIFTY 70700 CE,2026-02-05T15:15:00,2026-02-05T15:25:00,10.0,CE,70700,1,30,449.01,410.2,449.01,STOP_LOSS_HIT,-1164.3,78.38,-1242.68,-0.0864,67179.38
BANKNIFTY,BANKNIFTY 71700 CE,2026-02-06T09:20:00,2026-02-06T09:30:00,10.0,CE,71700,1,30,478.72,503.89,550.17,STOP_LOSS_HIT,755.1,84.14,670.96,0.0526,67850.34
BANKNIFTY,BANKNIFTY 71800 CE,2026-02-06T09:35:00,2026-02-06T09:40:00,5.0,CE,71800,1,30,467.15,426.77,467.15,STOP_LOSS_HIT,-1211.4,79.63,-1291.03,-0.0864,66559.31
BANKNIFTY,BANKNIFTY 71600 CE,2026-02-06T09:45:00,2026-02-06T09:50:00,5.0,CE,71600,1,30,463.5,423.44,463.5,STOP_LOSS_HIT,-1201.8,79.39,-1281.19,-0.0864,65278.12
BANKNIFTY,BANKNIFTY 71400 CE,2026-02-06T09:55:00,2026-02-06T10:00:00,5.0,CE,71400,1,30,479.96,548.09,552.79,TARGET_HIT,2043.9,86.59,1957.31,0.1419,67235.43
BANKNIFTY,BANKNIFTY 72000 CE,2026-02-06T12:00:00,2026-02-06T12:05:00,5.0,CE,72000,1,30,444.84,406.39,444.84,STOP_LOSS_HIT,-1153.5,78.1,-1231.6,-0.0864,66003.83
BANKNIFTY,BANKNIFTY 72400 CE,2026-02-06T15:00:00,2026-02-06T15:15:00,15.0,CE,72400,1,30,449.23,472.85,512.4,STOP_LOSS_HIT,708.6,81.85,626.75,0.0526,66630.58
BANKNIFTY,BANKNIFTY 72300 CE,2026-02-06T15:20:00,2026-02-06T15:25:00,5.0,CE,72300,1,30,458.22,418.61,458.22,STOP_LOSS_HIT,-1188.3,79.02,-1267.32,-0.0864,65363.26
BANKNIFTY,BANKNIFTY 72700 CE,2026-02-09T09:20:00,2026-02-09T09:30:00,10.0,CE,72700,1,30,457.46,522.4,619.81,TARGET_HIT,1948.2,84.75,1863.45,0.142,67226.71
BANKNIFTY,BANKNIFTY 72900 CE,2026-02-09T09:35:00,2026-02-09T09:40:00,5.0,CE,72900,1,30,471.17,430.45,471.17,STOP_LOSS_HIT,-1221.6,79.91,-1301.51,-0.0864,65925.2
BANKNIFTY,BANKNIFTY 72800 CE,2026-02-09T09:45:00,2026-02-09T09:55:00,10.0,CE,72800,1,30,446.01,509.32,576.69,TARGET_HIT,1899.3,83.81,1815.49,0.1419,67740.69
BANKNIFTY,BANKNIFTY 72800 CE,2026-02-09T10:00:00,2026-02-09T10:15:00,15.0,CE,72800,1,30,479.44,437.99,481.91,STOP_LOSS_HIT,-1243.5,80.49,-1323.99,-0.0865,66416.7
BANKNIFTY,BANKNIFTY 73200 CE,2026-02-09T11:00:00,2026-02-09T11:05:00,5.0,CE,73200,1,30,456.43,416.98,456.43,STOP_LOSS_HIT,-1183.5,78.9,-1262.4,-0.0864,65154.3
BANKNIFTY,BANKNIFTY 73000 CE,2026-02-09T11:10:00,2026-02-09T11:30:00,20.0,CE,73000,1,30,462.78,422.78,487.52,STOP_LOSS_HIT,-1200.0,79.34,-1279.34,-0.0864,63874.96
BANKNIFTY,BANKNIFTY 73300 CE,2026-02-09T12:05:00,2026-02-09T12:15:00,10.0,CE,73300,1,30,489.86,559.4,580.06,TARGET_HIT,2086.2,87.42,1998.78,0.142,65873.74
BANKNIFTY,BANKNIFTY 73600 CE,2026-02-09T12:20:00,2026-02-09T12:25:00,5.0,CE,73600,1,30,472.35,539.4,548.94,TARGET_HIT,2011.5,85.98,1925.52,0.1419,67799.26
BANKNIFTY,BANKNIFTY 73800 CE,2026-02-09T12:30:00,2026-02-09T12:40:00,10.0,CE,73800,1,30,454.04,414.8,459.76,STOP_LOSS_HIT,-1177.2,78.72,-1255.92,-0.0864,66543.34
BANKNIFTY,BANKNIFTY 73700 CE,2026-02-09T12:45:00,2026-02-09T13:05:00,20.0,CE,73700,1,30,481.18,549.49,561.02,TARGET_HIT,2049.3,86.7,1962.6,0.142,68505.94
BANKNIFTY,BANKNIFTY 73900 CE,2026-02-09T13:10:00,2026-02-09T13:40:00,30.0,CE,73900,1,30,485.02,443.1,522.99,STOP_LOSS_HIT,-1257.6,80.89,-1338.49,-0.0864,67167.45
BANKNIFTY,BANKNIFTY 73700 CE,2026-02-09T15:25:00,2026-02-10T09:25:00,1080.0,CE,73700,1,30,445.95,407.4,445.95,STOP_LOSS_HIT,-1156.5,78.17,-1234.67,-0.0864,65932.78
BANKNIFTY,BANKNIFTY 73700 CE,2026-02-10T09:30:00,2026-02-10T09:35:00,5.0,CE,73700,1,30,451.41,412.39,451.41,STOP_LOSS_HIT,-1170.6,78.55,-1249.15,-0.0864,64683.63
BANKNIFTY,BANKNIFTY 73600 CE,2026-02-10T09:40:00,2026-02-10T10:00:00,20.0,CE,73600,1,30,466.26,490.78,535.58,STOP_LOSS_HIT,735.6,83.17,652.43,0.0526,65336.06
BANKNIFTY,BANKNIFTY 73600 CE,2026-02-10T10:05:00,2026-02-10T10:10:00,5.0,CE,73600,1,30,472.46,431.62,472.46,STOP_LOSS_HIT,-1225.2,80.02,-1305.22,-0.0864,64030.84
BANKNIFTY,BANKNIFTY 73800 CE,2026-02-10T10:45:00,2026-02-10T10:50:00,5.0,CE,73800,1,30,488.23,446.03,488.23,STOP_LOSS_HIT,-1266.0,81.1,-1347.1,-0.0864,62683.74
BANKNIFTY,BANKNIFTY 73200 PE,2026-02-11T09:30:00,2026-02-11T09:45:00,15.0,PE,73200,1,30,412.43,376.78,429.71,STOP_LOSS_HIT,-1069.5,75.84,-1145.34,-0.0864,61538.4
BANKNIFTY,BANKNIFTY 73500 PE,2026-02-11T09:50:00,2026-02-11T09:55:00,5.0,PE,73500,1,30,442.9,404.62,442.9,STOP_LOSS_HIT,-1148.4,77.96,-1226.36,-0.0864,60312.04
BANKNIFTY,BANKNIFTY 73500 PE,2026-02-11T10:00:00,2026-02-11T10:05:00,5.0,PE,73500,1,30,397.27,362.93,397.27,STOP_LOSS_HIT,-1030.2,74.79,-1104.99,-0.0864,59207.05
BANKNIFTY,BANKNIFTY 72800 PE,2026-02-11T11:35:00,2026-02-11T11:55:00,20.0,PE,72800,1,30,393.87,359.82,422.74,STOP_LOSS_HIT,-1021.5,74.54,-1096.04,-0.0864,58111.01
BANKNIFTY,BANKNIFTY 72200 PE,2026-02-11T15:05:00,2026-02-11T15:10:00,5.0,PE,72200,1,30,409.4,374.01,409.4,STOP_LOSS_HIT,-1061.7,75.63,-1137.33,-0.0864,56973.68
BANKNIFTY,BANKNIFTY 72400 PE,2026-02-11T15:15:00,2026-02-11T15:20:00,5.0,PE,72400,1,30,427.24,390.31,427.24,STOP_LOSS_HIT,-1107.9,76.86,-1184.76,-0.0864,55788.92
BANKNIFTY,BANKNIFTY 74500 CE,2026-02-12T09:25:00,2026-02-12T09:30:00,5.0,CE,74500,1,30,449.93,513.8,579.76,TARGET_HIT,1916.1,84.13,1831.97,0.142,57620.89
BANKNIFTY,BANKNIFTY 74800 CE,2026-02-12T09:35:00,2026-02-12T09:40:00,5.0,CE,74800,1,30,487.83,445.66,487.83,STOP_LOSS_HIT,-1265.1,81.07,-1346.17,-0.0864,56274.72
BANKNIFTY,BANKNIFTY 74500 CE,2026-02-12T09:45:00,2026-02-12T09:55:00,10.0,CE,74500,1,30,488.77,446.52,491.38,STOP_LOSS_HIT,-1267.5,81.14,-1348.64,-0.0864,54926.08
BANKNIFTY,BANKNIFTY 74200 CE,2026-02-12T10:00:00,2026-02-12T10:05:00,5.0,CE,74200,1,30,483.31,551.92,591.64,TARGET_HIT,2058.3,86.87,1971.43,0.142,56897.51
BANKNIFTY,BANKNIFTY 74500 CE,2026-02-12T10:10:00,2026-02-12T10:20:00,10.0,CE,74500,1,30,446.29,407.72,446.29,STOP_LOSS_HIT,-1157.1,78.19,-1235.29,-0.0864,55662.22
BANKNIFTY,BANKNIFTY 75400 CE,2026-02-12T12:05:00,2026-02-12T12:15:00,10.0,CE,75400,1,30,466.94,426.57,466.94,STOP_LOSS_HIT,-1211.1,79.63,-1290.73,-0.0865,54371.49
BANKNIFTY,BANKNIFTY 75500 CE,2026-02-12T12:20:00,2026-02-12T12:35:00,15.0,CE,75500,1,30,455.99,520.72,549.13,TARGET_HIT,1941.9,84.64,1857.26,0.142,56228.75
BANKNIFTY,BANKNIFTY 75600 CE,2026-02-12T12:40:00,2026-02-12T12:45:00,5.0,CE,75600,1,30,456.03,520.76,539.45,TARGET_HIT,1941.9,84.64,1857.26,0.1419,58086.01
BANKNIFTY,BANKNIFTY 75900 CE,2026-02-12T12:50:00,2026-02-12T12:55:00,5.0,CE,75900,1,30,451.66,515.77,521.17,TARGET_HIT,1923.3,84.28,1839.02,0.1419,59925.03
BANKNIFTY,BANKNIFTY 76000 CE,2026-02-12T13:00:00,2026-02-12T13:20:00,20.0,CE,76000,1,30,479.48,480.88,532.75,STOP_LOSS_HIT,42.0,82.86,-40.86,0.0029,59884.17
BANKNIFTY,BANKNIFTY 75200 PE,2026-02-13T10:05:00,2026-02-13T10:15:00,10.0,PE,75200,1,30,415.19,379.3,415.19,STOP_LOSS_HIT,-1076.7,76.02,-1152.72,-0.0864,58731.45
BANKNIFTY,BANKNIFTY 75400 PE,2026-02-13T10:20:00,2026-02-13T10:25:00,5.0,PE,75400,1,30,454.07,518.52,525.87,TARGET_HIT,1933.5,84.47,1849.03,0.1419,60580.48
BANKNIFTY,BANKNIFTY 75100 PE,2026-02-13T10:30:00,2026-02-13T10:35:00,5.0,PE,75100,1,30,429.72,392.57,429.72,STOP_LOSS_HIT,-1114.5,77.04,-1191.54,-0.0865,59388.94
BANKNIFTY,BANKNIFTY 75200 PE,2026-02-13T10:40:00,2026-02-13T10:45:00,5.0,PE,75200,1,30,403.14,368.29,403.14,STOP_LOSS_HIT,-1045.5,75.19,-1120.69,-0.0864,58268.25
BANKNIFTY,BANKNIFTY 75300 CE,2026-02-13T13:10:00,2026-02-13T13:15:00,5.0,CE,75300,1,30,484.82,442.91,484.82,STOP_LOSS_HIT,-1257.3,80.88,-1338.18,-0.0864,56930.07
BANKNIFTY,BANKNIFTY 75300 CE,2026-02-13T13:20:00,2026-02-13T13:40:00,20.0,CE,75300,1,30,456.57,521.38,636.48,TARGET_HIT,1944.3,84.68,1859.62,0.1419,58789.69
BANKNIFTY,BANKNIFTY 75800 CE,2026-02-13T13:45:00,2026-02-13T14:00:00,15.0,CE,75800,1,30,474.96,542.38,651.09,TARGET_HIT,2022.6,86.19,1936.41,0.1419,60726.1
BANKNIFTY,BANKNIFTY 76200 CE,2026-02-13T14:05:00,2026-02-13T14:10:00,5.0,CE,76200,1,30,462.0,527.58,541.32,TARGET_HIT,1967.4,85.12,1882.28,0.1419,62608.38
BANKNIFTY,BANKNIFTY 76300 CE,2026-02-13T14:15:00,2026-02-13T14:20:00,5.0,CE,76300,1,30,476.29,435.12,476.29,STOP_LOSS_HIT,-1235.1,80.28,-1315.38,-0.0864,61293.0
BANKNIFTY,BANKNIFTY 76200 CE,2026-02-13T14:25:00,2026-02-13T14:30:00,5.0,CE,76200,1,30,506.51,578.41,798.36,TARGET_HIT,2157.0,88.78,2068.22,0.142,63361.22
BANKNIFTY,BANKNIFTY 76700 CE,2026-02-13T14:35:00,2026-02-13T14:40:00,5.0,CE,76700,1,30,482.87,551.41,556.21,TARGET_HIT,2056.2,86.84,1969.36,0.1419,65330.58
BANKNIFTY,BANKNIFTY 76900 CE,2026-02-13T14:45:00,2026-02-13T14:50:00,5.0,CE,76900,1,30,456.09,520.83,669.55,TARGET_HIT,1942.2,84.64,1857.56,0.1419,67188.14
BANKNIFTY,BANKNIFTY 77300 CE,2026-02-13T14:55:00,2026-02-13T15:10:00,15.0,CE,77300,1,30,470.9,537.74,574.03,TARGET_HIT,2005.2,85.86,1919.34,0.1419,69107.48
BANKNIFTY,BANKNIFTY 77600 CE,2026-02-13T15:15:00,2026-02-16T09:15:00,3960.0,CE,77600,1,30,513.03,468.69,551.15,STOP_LOSS_HIT,-1330.2,82.82,-1413.02,-0.0864,67694.46
BANKNIFTY,BANKNIFTY 77700 CE,2026-02-16T09:20:00,2026-02-16T09:25:00,5.0,CE,77700,1,30,467.74,534.13,618.24,TARGET_HIT,1991.7,85.6,1906.1,0.1419,69600.56
